filename;width;height;class;xmin;ymin;xmax;ymax
0000f269f.jpg;1600;256;marking;52;71;340;156
0002cc93b.jpg;1600;256;marking;674;33;968;108
00031f466.jpg;1600;256;marking;306;40;738;168
000418bfc.jpg;1600;256;marking;872;13;1167;118
000789191.jpg;1600;256;marking;1053;100;1137;150
0007a71bf.jpg;1600;256;marking;370;65;718;168
000a4bcdd.jpg;1600;256;marking;446;74;677;211
000f6bf48.jpg;1600;256;marking;589;44;853;103
001982b08.jpg;1600;256;marking;881;30;1029;96
001d1b355.jpg;1600;256;marking;1197;144;1284;196
001d3d093.jpg;1600;256;marking;710;129;940;211
002451917.jpg;1600;256;marking;671;97;866;213
0025bde0c.jpg;1600;256;marking;197;51;442;113
002af848d.jpg;1600;256;marking;405;130;677;251
002e73b3c.jpg;1600;256;marking;972;48;1362;187
0030401a5.jpg;1600;256;marking;1101;77;1346;164
003c5da97.jpg;1600;256;marking;1369;30;1537;80
0042e163f.jpg;1600;256;marking;611;62;791;169
0046839bd.jpg;1600;256;marking;52;62;190;144
00513039a.jpg;1600;256;marking;253;68;729;189
005d86c25.jpg;1600;256;marking;91;38;375;164
005f19695.jpg;1600;256;marking;38;149;255;204
006a4402e.jpg;1600;256;marking;309;7;685;91
006f39c41.jpg;1600;256;marking;158;127;394;232
00762aa3b.jpg;1600;256;marking;1295;114;1445;203
007f28bba.jpg;1600;256;marking;497;7;680;115
008479d08.jpg;1600;256;marking;1136;33;1262;108
008621629.jpg;1600;256;marking;1037;65;1523;209
008725cbc.jpg;1600;256;marking;32;32;328;98
0088260da.jpg;1600;256;marking;70;45;448;141
008b9acf5.jpg;1600;256;marking;1163;153;1451;217
008d0f87b.jpg;1600;256;marking;71;171;212;255
0095cd374.jpg;1600;256;marking;47;52;503;153
009b12ccc.jpg;1600;256;marking;613;116;1093;223
00a0b7730.jpg;1600;256;marking;186;202;426;255
00a0f9949.jpg;1600;256;marking;647;85;1071;179
00ac8372f.jpg;1600;256;marking;873;95;972;154
00af2671f.jpg;1600;256;marking;183;68;563;203
00b7fb703.jpg;1600;256;marking;107;75;487;210
00b989e78.jpg;1600;256;marking;562;62;766;183
00bbcd9af.jpg;1600;256;marking;528;84;630;144
00bc01bfe.jpg;1600;256;marking;596;157;974;253
00bf8497a.jpg;1600;256;marking;596;61;900;196
00c24a74c.jpg;1600;256;marking;358;91;733;224
00c6060db.jpg;1600;256;marking;260;169;485;249
00cdb56a0.jpg;1600;256;marking;681;164;879;223
00d72c660.jpg;1600;256;marking;1159;33;1417;109
00d7ae946.jpg;1600;256;marking;254;170;506;234
00dcb19f3.jpg;1600;256;marking;831;27;1055;127
00ded7837.jpg;1600;256;marking;762;100;1170;221
00df5b714.jpg;1600;256;marking;327;7;522;76
00e0398ad.jpg;1600;256;marking;866;79;1482;216
00ec97699.jpg;1600;256;marking;1167;77;1442;175
00f3799a7.jpg;1600;256;marking;873;0;1108;84
00fe04c98.jpg;1600;256;marking;1369;22;1471;82
00fe7f023.jpg;1600;256;marking;234;138;722;246
0101e2cf0.jpg;1600;256;marking;89;72;290;191
01053d28f.jpg;1600;256;marking;433;69;793;149
0108ce457.jpg;1600;256;marking;994;106;1214;184
0109b68ec.jpg;1600;256;marking;1152;25;1532;160
010db68d1.jpg;1600;256;marking;645;115;841;165
010ec96b4.jpg;1600;256;marking;1237;97;1366;173
011a7e2a9.jpg;1600;256;marking;139;8;358;138
012754bbb.jpg;1600;256;marking;367;78;627;194
012a4581b.jpg;1600;256;marking;1069;14;1559;138
012d29df4.jpg;1600;256;marking;690;122;922;225
012f26693.jpg;1600;256;marking;196;27;672;148
0139dd004.jpg;1600;256;marking;838;178;1048;231
0148e9891.jpg;1600;256;marking;533;61;941;182
014ebe543.jpg;1600;256;marking;1122;88;1506;202
015be539e.jpg;1600;256;marking;524;83;839;195
01661826d.jpg;1600;256;marking;695;8;1220;141
016af13d0.jpg;1600;256;marking;345;11;645;118
016efe618.jpg;1600;256;marking;111;16;381;112
01764ee81.jpg;1600;256;marking;758;105;1028;185
017796c88.jpg;1600;256;marking;1154;172;1442;236
017bd7ce3.jpg;1600;256;marking;579;99;1097;231
017d75655.jpg;1600;256;marking;521;47;839;141
018ccdfed.jpg;1600;256;marking;945;90;1241;156
018d7b0a1.jpg;1600;256;marking;956;68;1311;194
01919944c.jpg;1600;256;marking;996;83;1304;220
019258298.jpg;1600;256;marking;156;10;723;154
0197bb47e.jpg;1600;256;marking;938;145;1309;239
0198ab92d.jpg;1600;256;marking;1093;5;1405;97
019f42c2a.jpg;1600;256;marking;821;89;1151;206
01afbfa7a.jpg;1600;256;marking;28;113;208;193
01b043500.jpg;1600;256;marking;13;126;581;252
01b2163b7.jpg;1600;256;marking;411;15;987;143
01b237ab8.jpg;1600;256;marking;469;75;713;183
01b47d973.jpg;1600;256;marking;73;53;556;176
01b50837f.jpg;1600;256;marking;102;104;734;244
01b6c2dc1.jpg;1600;256;marking;942;98;1307;228
01c3ef286.jpg;1600;256;marking;983;73;1163;180
01cc31534.jpg;1600;256;marking;818;8;947;84
01cf446d4.jpg;1600;256;marking;1166;67;1502;167
01cfacf80.jpg;1600;256;marking;654;15;842;99
01d590c5f.jpg;1600;256;marking;317;101;965;245
01d97b205.jpg;1600;256;marking;154;33;271;102
01db22c17.jpg;1600;256;marking;980;111;1332;189
01df77e59.jpg;1600;256;marking;691;21;1076;158
01e020dc5.jpg;1600;256;marking;632;41;1024;141
01e501f99.jpg;1600;256;marking;209;62;833;201
01e640f20.jpg;1600;256;marking;837;74;951;142
01e69cfc3.jpg;1600;256;marking;893;109;1052;203
01ebe0d32.jpg;1600;256;marking;449;55;599;108
01fd320c9.jpg;1600;256;marking;210;85;754;206
01fd50e68.jpg;1600;256;marking;1266;140;1359;195
020ff3106.jpg;1600;256;marking;592;61;1061;180
020ffb2d3.jpg;1600;256;marking;38;52;302;130
021656fe0.jpg;1600;256;marking;550;79;782;182
0217af9b1.jpg;1600;256;marking;856;138;1116;230
0218c0fcc.jpg;1600;256;marking;857;56;1329;161
02217a5cc.jpg;1600;256;marking;666;52;1100;162
0224561d0.jpg;1600;256;marking;1108;114;1324;210
02291e913.jpg;1600;256;marking;736;82;874;164
023353d24.jpg;1600;256;marking;225;49;617;136
023a21cf2.jpg;1600;256;marking;859;178;1171;247
02431211b.jpg;1600;256;marking;642;88;1146;200
02449f836.jpg;1600;256;marking;308;90;676;172
0246ad619.jpg;1600;256;marking;151;90;259;154
02538bec6.jpg;1600;256;marking;1104;6;1560;141
025cb9f6e.jpg;1600;256;marking;876;12;1186;122
026105525.jpg;1600;256;marking;261;122;521;238
02662fd2f.jpg;1600;256;marking;433;28;685;140
02701c239.jpg;1600;256;marking;251;98;515;176
02709b038.jpg;1600;256;marking;179;111;494;191
0274a26b4.jpg;1600;256;marking;1252;164;1444;249
02761e0d1.jpg;1600;256;marking;777;112;1062;213
027b280f4.jpg;1600;256;marking;771;39;1283;153
0281aba7b.jpg;1600;256;marking;203;24;431;159
0285f63ad.jpg;1600;256;marking;1016;95;1303;168
028eb44d1.jpg;1600;256;marking;81;188;183;248
028ed7768.jpg;1600;256;marking;24;192;269;254
0294f23c0.jpg;1600;256;marking;774;19;1010;124
029e85b9e.jpg;1600;256;marking;686;155;894;247
02a2397e9.jpg;1600;256;marking;259;54;553;129
02a5c3ba0.jpg;1600;256;marking;1165;170;1405;241
02a78fb18.jpg;1600;256;marking;598;26;882;152
02aa62471.jpg;1600;256;marking;1318;74;1576;150
02aeac4e1.jpg;1600;256;marking;748;100;1210;217
02b2cb5c3.jpg;1600;256;marking;488;107;696;199
02b2d3aa4.jpg;1600;256;marking;569;24;944;157
02b6b9f29.jpg;1600;256;marking;1188;65;1456;184
02b906933.jpg;1600;256;marking;223;154;433;207
02ba931ee.jpg;1600;256;marking;346;165;442;222
02bb80457.jpg;1600;256;marking;77;22;373;88
02bf279c9.jpg;1600;256;marking;851;115;991;165
02c4655ff.jpg;1600;256;marking;1412;103;1574;151
02c79bfcb.jpg;1600;256;marking;820;56;1163;143
02c7f44d9.jpg;1600;256;marking;798;34;1126;107
02d006f47.jpg;1600;256;marking;499;121;607;169
02d18b8a4.jpg;1600;256;marking;848;121;1004;213
02d3ca489.jpg;1600;256;marking;1243;99;1567;195
02d573611.jpg;1600;256;marking;531;27;831;160
02d963811.jpg;1600;256;marking;884;55;1100;183
02ea1d0e8.jpg;1600;256;marking;1260;95;1564;230
030336aa4.jpg;1600;256;marking;502;163;831;247
03098160c.jpg;1600;256;marking;789;96;1109;210
031179c6e.jpg;1600;256;marking;291;24;571;95
0312942d7.jpg;1600;256;marking;420;88;549;164
031614d60.jpg;1600;256;marking;509;58;797;186
031627893.jpg;1600;256;marking;1052;59;1244;173
031f334ec.jpg;1600;256;marking;358;32;876;164
031fc45b5.jpg;1600;256;marking;1228;48;1532;183
03216ed91.jpg;1600;256;marking;314;73;602;201
032def1ac.jpg;1600;256;marking;171;88;477;179
0331f9050.jpg;1600;256;marking;851;157;1041;225
03320bbea.jpg;1600;256;marking;581;64;966;162
03395a3da.jpg;1600;256;marking;724;156;1052;229
034941f9d.jpg;1600;256;marking;251;82;776;215
034a72783.jpg;1600;256;marking;557;177;893;252
034b387c3.jpg;1600;256;marking;1121;138;1349;206
034e64ff3.jpg;1600;256;marking;598;49;1046;163
035021da2.jpg;1600;256;marking;780;23;1090;133
03542d83e.jpg;1600;256;marking;619;45;851;97
0358eaf5b.jpg;1600;256;marking;1412;163;1552;213
0360edfb8.jpg;1600;256;marking;232;19;552;161
036505ca3.jpg;1600;256;marking;864;14;1053;126
036c4e5d2.jpg;1600;256;marking;741;24;1181;122
036c7d18c.jpg;1600;256;marking;804;49;959;104
036ce687a.jpg;1600;256;marking;1197;52;1368;153
036f40a1f.jpg;1600;256;marking;1179;46;1371;131
037037088.jpg;1600;256;marking;485;70;1109;209
037887e11.jpg;1600;256;marking;151;135;655;247
03860f6a9.jpg;1600;256;marking;574;99;1142;225
038682ebd.jpg;1600;256;marking;752;95;923;196
0386ce84b.jpg;1600;256;marking;415;152;508;207
038c59253.jpg;1600;256;marking;803;52;1339;171
038c9fdad.jpg;1600;256;marking;153;82;657;210
038f14456.jpg;1600;256;marking;458;3;944;147
038f464cd.jpg;1600;256;marking;602;62;1040;192
0391d44d6.jpg;1600;256;marking;1029;2;1236;125
0394ff5b6.jpg;1600;256;marking;1048;118;1238;186
039577d49.jpg;1600;256;marking;496;32;790;119
0399d7c46.jpg;1600;256;marking;970;5;1174;96
039a71736.jpg;1600;256;marking;1335;24;1542;147
03af7f0c0.jpg;1600;256;marking;394;49;690;181
03b3b06e1.jpg;1600;256;marking;230;89;758;206
03ba7286b.jpg;1600;256;marking;425;47;733;125
03be9b5e9.jpg;1600;256;marking;696;98;1249;238
03c558103.jpg;1600;256;marking;351;55;736;192
03db6bbc3.jpg;1600;256;marking;583;28;1031;128
03dd1a693.jpg;1600;256;marking;1182;132;1441;198
03e2515a7.jpg;1600;256;marking;1157;156;1430;225
03ef260a6.jpg;1600;256;marking;203;103;441;163
03f99a07c.jpg;1600;256;marking;1166;31;1371;104
03fc8e099.jpg;1600;256;marking;498;52;1130;192
04013582c.jpg;1600;256;marking;940;43;1128;127
0401d67aa.jpg;1600;256;marking;539;32;829;135
04055fd3e.jpg;1600;256;marking;544;37;908;129
04072b39a.jpg;1600;256;marking;1147;180;1434;253
040f8e738.jpg;1600;256;marking;762;176;951;224
041187764.jpg;1600;256;marking;891;25;1199;162
0412d61ae.jpg;1600;256;marking;467;2;663;52
041a93b6d.jpg;1600;256;marking;1266;23;1546;123
04238d7e3.jpg;1600;256;marking;774;74;1188;197
042691991.jpg;1600;256;marking;748;6;968;104
0429258ad.jpg;1600;256;marking;201;97;502;173
043644842.jpg;1600;256;marking;726;106;1050;250
044700866.jpg;1600;256;marking;602;149;762;206
04505c6df.jpg;1600;256;marking;881;15;1371;139
04594d04e.jpg;1600;256;marking;1244;132;1325;180
0460c2d67.jpg;1600;256;marking;102;91;270;166
046282f58.jpg;1600;256;marking;1306;137;1426;208
04636749a.jpg;1600;256;marking;1156;32;1516;160
046c35525.jpg;1600;256;marking;174;134;330;226
04709f4ef.jpg;1600;256;marking;1213;23;1578;153
0473a80ee.jpg;1600;256;marking;696;24;920;74
047681252.jpg;1600;256;marking;201;99;675;239
047fa15d0.jpg;1600;256;marking;459;18;914;134
