filename;width;height;class;xmin;ymin;xmax;ymax
0000f269f.jpg;1600;256;6;52;71;100;156
0000f269f.jpg;1600;256;0;100;71;148;156
0000f269f.jpg;1600;256;5;148;71;196;156
0000f269f.jpg;1600;256;8;196;71;244;156
0000f269f.jpg;1600;256;8;244;71;292;156
0000f269f.jpg;1600;256;0;292;71;340;156
0002cc93b.jpg;1600;256;8;674;33;716;108
0002cc93b.jpg;1600;256;7;716;33;758;108
0002cc93b.jpg;1600;256;9;758;33;800;108
0002cc93b.jpg;1600;256;7;800;33;842;108
0002cc93b.jpg;1600;256;8;842;33;884;108
0002cc93b.jpg;1600;256;8;884;33;926;108
0002cc93b.jpg;1600;256;5;926;33;968;108
00031f466.jpg;1600;256;7;306;40;378;168
00031f466.jpg;1600;256;8;378;40;450;168
00031f466.jpg;1600;256;5;450;40;522;168
00031f466.jpg;1600;256;6;522;40;594;168
00031f466.jpg;1600;256;6;594;40;666;168
00031f466.jpg;1600;256;0;666;40;738;168
000418bfc.jpg;1600;256;7;872;13;931;118
000418bfc.jpg;1600;256;7;931;13;990;118
000418bfc.jpg;1600;256;1;990;13;1049;118
000418bfc.jpg;1600;256;2;1049;13;1108;118
000418bfc.jpg;1600;256;6;1108;13;1167;118
000789191.jpg;1600;256;6;1053;100;1081;150
000789191.jpg;1600;256;7;1081;100;1109;150
000789191.jpg;1600;256;2;1109;100;1137;150
0007a71bf.jpg;1600;256;2;370;65;428;168
0007a71bf.jpg;1600;256;0;428;65;486;168
0007a71bf.jpg;1600;256;0;486;65;544;168
0007a71bf.jpg;1600;256;4;544;65;602;168
0007a71bf.jpg;1600;256;5;602;65;660;168
0007a71bf.jpg;1600;256;1;660;65;718;168
000a4bcdd.jpg;1600;256;8;446;74;523;211
000a4bcdd.jpg;1600;256;2;523;74;600;211
000a4bcdd.jpg;1600;256;7;600;74;677;211
000f6bf48.jpg;1600;256;0;589;44;622;103
000f6bf48.jpg;1600;256;8;622;44;655;103
000f6bf48.jpg;1600;256;3;655;44;688;103
000f6bf48.jpg;1600;256;9;688;44;721;103
000f6bf48.jpg;1600;256;7;721;44;754;103
000f6bf48.jpg;1600;256;9;754;44;787;103
000f6bf48.jpg;1600;256;3;787;44;820;103
000f6bf48.jpg;1600;256;5;820;44;853;103
001982b08.jpg;1600;256;6;881;30;918;96
001982b08.jpg;1600;256;2;918;30;955;96
001982b08.jpg;1600;256;8;955;30;992;96
001982b08.jpg;1600;256;8;992;30;1029;96
001d1b355.jpg;1600;256;9;1197;144;1226;196
001d1b355.jpg;1600;256;1;1226;144;1255;196
001d1b355.jpg;1600;256;5;1255;144;1284;196
001d3d093.jpg;1600;256;7;710;129;756;211
001d3d093.jpg;1600;256;8;756;129;802;211
001d3d093.jpg;1600;256;6;802;129;848;211
001d3d093.jpg;1600;256;2;848;129;894;211
001d3d093.jpg;1600;256;5;894;129;940;211
002451917.jpg;1600;256;5;671;97;736;213
002451917.jpg;1600;256;7;736;97;801;213
002451917.jpg;1600;256;3;801;97;866;213
0025bde0c.jpg;1600;256;7;197;51;232;113
0025bde0c.jpg;1600;256;3;232;51;267;113
0025bde0c.jpg;1600;256;6;267;51;302;113
0025bde0c.jpg;1600;256;2;302;51;337;113
0025bde0c.jpg;1600;256;3;337;51;372;113
0025bde0c.jpg;1600;256;9;372;51;407;113
0025bde0c.jpg;1600;256;6;407;51;442;113
002af848d.jpg;1600;256;5;405;130;473;251
002af848d.jpg;1600;256;7;473;130;541;251
002af848d.jpg;1600;256;7;541;130;609;251
002af848d.jpg;1600;256;4;609;130;677;251
002e73b3c.jpg;1600;256;4;972;48;1050;187
002e73b3c.jpg;1600;256;8;1050;48;1128;187
